task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated
TASK-0504,Fix production bug - payment,Customer-facing improvements,Low,Todo,Harish,AuthService,2025-10-13,2025-10-25,,"data,frontend",24,,TASK-161,0,2,2025-10-14
TASK-0505,Refactor legacy code,Testing and QA tasks,Medium,Todo,Harish,Notifications,2025-08-15,2025-09-03,,"ml,frontend",40,,,0,13,2025-10-08
TASK-0506,Fix production bug - payment,Frontend design and interaction,Medium,In Progress,Jaya,Analytics,2025-08-28,2025-09-05,,"performance,data,api",16,,,10,7,2025-10-11
TASK-0507,Setup feature rollout,DevOps tasks for deployment,Low,Done,Esha,Dashboard,2025-09-24,2025-11-02,2025-10-19,devops,24,35,,100,14,2025-09-27
TASK-0508,Create task scheduler,Frontend design and interaction,High,Done,Gayathri,Dashboard,2025-09-19,2025-10-17,2025-10-10,bug,16,25,,100,14,2025-09-20
TASK-0509,Prototype new UI,Frontend design and interaction,Critical,Todo,Deepak,Analytics,2025-08-03,2025-08-08,,"performance,backend,bug",24,,,0,0,2025-09-26
TASK-0510,Set up CI/CD pipeline,Model training and evaluation,Medium,Todo,Bhanu,Notifications,2025-08-24,2025-09-01,,"api,performance",40,,,0,2,2025-09-20
TASK-0511,Train intent classifier,Model training and evaluation,Low,In Progress,Gayathri,ML-Pipeline,2025-08-15,2025-09-21,,"ml,performance,bug",40,,,6,6,2025-08-19
TASK-0512,Implement caching layer,Customer-facing improvements,Medium,In Progress,Faisal,Onboarding,2025-09-25,2025-10-27,,api,16,,TASK-497,57,0,2025-10-09
TASK-0513,Setup feature rollout,Frontend design and interaction,Medium,Review,Jaya,AuthService,2025-10-10,2025-10-26,,"devops,performance,ml",40,,,76,0,2025-10-12
TASK-0514,Setup feature rollout,Testing and QA tasks,Low,Done,Irfan,AuthService,2025-07-17,2025-08-20,2025-08-15,"performance,bug",16,22,,100,14,2025-09-09
TASK-0515,Annotate training data,Frontend design and interaction,Medium,Todo,Gayathri,Dashboard,2025-09-08,2025-10-23,,"performance,research,frontend",4,,,0,13,2025-09-14
TASK-0516,Write API documentation,Customer-facing improvements,Critical,Todo,Harish,Platform,2025-08-01,2025-08-06,,"research,performance,devops",8,,,0,6,2025-09-30
TASK-0517,Integrate payment gateway,Testing and QA tasks,Critical,Done,Gayathri,Dashboard,2025-10-14,2025-11-09,2025-10-28,"research,ux,data",16,23,,100,0,2025-10-15
TASK-0518,Implement auth API,Detailed work on feature as per spec,Low,Blocked,Irfan,Ops,2025-09-04,2025-09-28,,ux,24,,,39,12,2025-09-07
TASK-0519,Create onboarding emails,Customer-facing improvements,Medium,Done,Gayathri,Scheduler,2025-08-24,2025-09-16,2025-09-09,performance,8,5,,100,12,2025-10-11
TASK-0520,Investigate latency issue,Model training and evaluation,High,Todo,Faisal,Payments,2025-10-03,2025-10-11,,performance,4,,,0,2,2025-10-12
TASK-0521,Evaluate model accuracy,Detailed work on feature as per spec,High,Todo,Harish,Analytics,2025-09-21,2025-10-09,,"devops,research,ux",40,,,0,1,2025-09-29
TASK-0522,Create task scheduler,Frontend design and interaction,Medium,Review,Jaya,AuthService,2025-09-30,2025-11-01,,"frontend,ux,ml",16,,,72,15,2025-10-11
TASK-0523,Optimize image processing,Data pipeline and ETL,Medium,In Progress,Aisha,Dashboard,2025-10-05,2025-11-08,,"frontend,devops,performance",24,,,62,5,2025-10-09
TASK-0524,Design user onboarding flow,Frontend design and interaction,Medium,Review,Aisha,AuthService,2025-09-01,2025-09-26,,"ux,data",4,,TASK-261,76,0,2025-10-05
TASK-0525,Design user onboarding flow,DevOps tasks for deployment,Medium,Todo,Faisal,AuthService,2025-09-17,2025-09-21,,"ml,devops",4,,,0,15,2025-09-23
TASK-0526,Create task scheduler,Testing and QA tasks,High,Review,Harish,ML-Pipeline,2025-08-20,2025-09-24,,"devops,research",8,,TASK-288,73,9,2025-08-30
TASK-0527,Create onboarding emails,Data pipeline and ETL,Critical,In Progress,Harish,Dashboard,2025-07-30,2025-08-19,,"ux,frontend",40,,,30,11,2025-08-07
TASK-0528,Improve logging & monitoring,Frontend design and interaction,High,Done,Esha,Ops,2025-08-23,2025-09-13,2025-09-11,"data,bug,performance",4,2,,100,11,2025-09-07
TASK-0529,Create task scheduler,Data pipeline and ETL,Medium,In Progress,Faisal,AuthService,2025-10-13,2025-11-05,,"backend,bug,devops",24,,,46,2,2025-10-14
TASK-0530,Data ingestion from 3rd-party,Customer-facing improvements,Low,Todo,Irfan,Notifications,2025-07-29,2025-09-12,,ux,24,,,0,6,2025-08-23
TASK-0531,Implement auth API,Documentation and handover,Medium,Done,Gayathri,AuthService,2025-09-29,2025-10-30,2025-10-09,"bug,performance,devops",40,24,TASK-5,100,12,2025-09-30
TASK-0532,Implement role based access,DevOps tasks for deployment,Critical,Todo,Aisha,AuthService,2025-08-15,2025-08-24,,"research,ux",16,,,0,10,2025-09-15
TASK-0533,Fix production bug - payment,Detailed work on feature as per spec,Medium,Review,Harish,ML-Pipeline,2025-07-24,2025-08-03,,"ux,frontend",4,,,74,10,2025-09-17
TASK-0534,Write unit tests for scheduler,Frontend design and interaction,Low,Review,Faisal,Platform,2025-10-14,2025-10-20,,"backend,frontend",4,,,78,12,2025-10-15
TASK-0535,Migrate DB schema,Frontend design and interaction,Critical,In Progress,Bhanu,Scheduler,2025-09-04,2025-09-16,,"performance,api,frontend",40,,,78,8,2025-09-24
TASK-0536,Conduct A/B test,Documentation and handover,Low,In Progress,Esha,AuthService,2025-08-30,2025-10-07,,devops,4,,TASK-507,12,6,2025-09-28
TASK-0537,Setup feature rollout,Performance improvements and profiling,Low,Todo,Deepak,Ops,2025-08-08,2025-09-12,,"research,api",8,,,0,11,2025-09-26
TASK-0538,Improve logging & monitoring,Customer-facing improvements,Medium,Blocked,Deepak,AuthService,2025-09-09,2025-10-09,,research,40,,,6,3,2025-09-24
TASK-0539,Design user onboarding flow,Documentation and handover,Low,Todo,Irfan,ML-Pipeline,2025-08-30,2025-09-18,,data,4,,,0,13,2025-10-01
TASK-0540,Train intent classifier,Detailed work on feature as per spec,Medium,In Progress,Aisha,Dashboard,2025-08-21,2025-09-05,,"devops,performance",8,,,72,13,2025-08-27
TASK-0541,Add feature flags,Detailed work on feature as per spec,Medium,Done,Deepak,AuthService,2025-10-08,2025-10-13,2025-10-17,"devops,frontend",40,28,,100,3,2025-10-11
TASK-0542,Implement caching layer,Model training and evaluation,Medium,Todo,Deepak,Analytics,2025-07-25,2025-08-15,,"ux,research,backend",4,,TASK-489,0,5,2025-09-03
TASK-0543,Add feature flags,Backend APIs and integration,Low,In Progress,Harish,Scheduler,2025-10-13,2025-11-27,,"performance,bug",4,,TASK-271,14,11,2025-10-14
TASK-0544,Refactor legacy code,Detailed work on feature as per spec,Medium,Todo,Bhanu,Onboarding,2025-10-12,2025-11-20,,"research,devops,ml",8,,,0,14,2025-10-15
TASK-0545,Implement caching layer,Testing and QA tasks,Critical,In Progress,Harish,Notifications,2025-08-29,2025-09-30,,bug,16,,,71,15,2025-09-05
TASK-0546,Set up CI/CD pipeline,DevOps tasks for deployment,High,Todo,Gayathri,Payments,2025-07-22,2025-08-03,,"api,backend",8,,,0,2,2025-08-15
TASK-0547,Optimize image processing,Performance improvements and profiling,Medium,Done,Irfan,ML-Pipeline,2025-08-08,2025-08-22,2025-08-16,"bug,ux,performance",40,40,,100,10,2025-08-23
TASK-0548,Deploy model to staging,Documentation and handover,Medium,Blocked,Faisal,Notifications,2025-09-30,2025-10-03,,"ml,api",8,,,35,5,2025-10-09
TASK-0549,Write API documentation,Model training and evaluation,Low,In Progress,Harish,Onboarding,2025-09-17,2025-10-08,,"frontend,backend,api",16,,TASK-361,5,4,2025-09-28
TASK-0550,Implement role based access,Model training and evaluation,High,In Progress,Irfan,Scheduler,2025-10-03,2025-10-23,,devops,24,,,15,1,2025-10-10
TASK-0551,Optimize image processing,Testing and QA tasks,Low,Review,Gayathri,Dashboard,2025-08-24,2025-09-02,,"research,ux",8,,,95,4,2025-10-06
TASK-0552,Conduct A/B test,Data pipeline and ETL,Low,In Progress,Deepak,Notifications,2025-09-05,2025-09-13,,"ux,api",40,,TASK-448,17,14,2025-09-25
TASK-0553,User research interviews,Testing and QA tasks,Medium,In Progress,Gayathri,Dashboard,2025-08-16,2025-08-20,,"backend,performance,frontend",8,,,43,11,2025-08-24
TASK-0554,Fix production bug - payment,DevOps tasks for deployment,High,Done,Aisha,Dashboard,2025-09-28,2025-10-26,2025-09-28,"data,api",4,2,,100,3,2025-10-07
TASK-0555,Refactor legacy code,Documentation and handover,Medium,Done,Bhanu,Ops,2025-07-20,2025-08-24,2025-07-23,"devops,data,ml",40,53,,100,4,2025-08-27
TASK-0556,Investigate latency issue,Model training and evaluation,High,Done,Harish,Ops,2025-07-18,2025-08-02,2025-07-21,backend,8,9,TASK-100,100,15,2025-07-21
TASK-0557,Setup feature rollout,DevOps tasks for deployment,Medium,Todo,Bhanu,Notifications,2025-08-24,2025-09-26,,devops,40,,,0,3,2025-09-20
TASK-0558,Build notification service,Detailed work on feature as per spec,Low,Done,Deepak,Scheduler,2025-08-10,2025-09-16,2025-08-22,"api,research",16,20,,100,12,2025-09-28
TASK-0559,Migrate DB schema,Backend APIs and integration,Medium,Done,Chitra,Onboarding,2025-09-08,2025-10-10,2025-09-15,"performance,backend,research",4,4,,100,4,2025-10-07
TASK-0560,Implement role based access,Documentation and handover,Low,Done,Faisal,Platform,2025-08-11,2025-08-27,2025-08-22,"data,performance,frontend",8,10,,100,4,2025-09-15
TASK-0561,Create onboarding emails,Model training and evaluation,Critical,Todo,Harish,Dashboard,2025-08-15,2025-09-25,,"ml,data,research",8,,,0,12,2025-08-19
TASK-0562,Implement auth API,Detailed work on feature as per spec,High,Todo,Bhanu,AuthService,2025-08-12,2025-09-14,,"devops,ux",4,,,0,13,2025-08-20
TASK-0563,Implement auth API,Customer-facing improvements,Low,Todo,Bhanu,ML-Pipeline,2025-08-28,2025-10-08,,"backend,ml,bug",4,,,0,6,2025-09-09
TASK-0564,Set up CI/CD pipeline,Documentation and handover,Medium,In Progress,Deepak,Scheduler,2025-08-20,2025-09-25,,frontend,40,,TASK-99,31,0,2025-09-12
TASK-0565,Conduct A/B test,Performance improvements and profiling,Medium,Done,Faisal,Scheduler,2025-07-19,2025-09-01,2025-08-21,"devops,ux",40,57,,100,4,2025-07-27
TASK-0566,Improve logging & monitoring,Performance improvements and profiling,Medium,Done,Jaya,AuthService,2025-09-28,2025-11-03,2025-10-17,frontend,24,19,,100,9,2025-10-06
TASK-0567,Evaluate model accuracy,Testing and QA tasks,Low,Done,Esha,AuthService,2025-08-07,2025-09-15,2025-08-22,"ux,data,research",24,29,,100,8,2025-08-10
TASK-0568,Implement auth API,Testing and QA tasks,Medium,Todo,Aisha,Scheduler,2025-09-18,2025-10-26,,"bug,backend,devops",24,,TASK-37,0,2,2025-10-05
TASK-0569,Write API documentation,Frontend design and interaction,Low,Todo,Aisha,ML-Pipeline,2025-08-11,2025-08-28,,"bug,performance,api",16,,,0,0,2025-09-05
TASK-0570,Prototype new UI,Customer-facing improvements,High,Review,Aisha,Platform,2025-08-14,2025-08-20,,"performance,ml",24,,,74,14,2025-08-21
TASK-0571,Implement role based access,Customer-facing improvements,Critical,In Progress,Deepak,Analytics,2025-08-20,2025-08-26,,devops,4,,,34,1,2025-10-10
TASK-0572,Design user onboarding flow,Data pipeline and ETL,High,Todo,Chitra,ML-Pipeline,2025-09-21,2025-10-12,,bug,16,,,0,12,2025-10-06
TASK-0573,Add feature flags,Backend APIs and integration,Medium,Todo,Irfan,Payments,2025-08-12,2025-09-06,,api,16,,,0,8,2025-09-21
TASK-0574,Migrate DB schema,DevOps tasks for deployment,Medium,Todo,Gayathri,Ops,2025-08-13,2025-09-02,,devops,8,,,0,6,2025-08-28
TASK-0575,Annotate training data,Frontend design and interaction,Low,Todo,Harish,ML-Pipeline,2025-09-30,2025-10-04,,"backend,research",16,,,0,8,2025-10-12
TASK-0576,Write API documentation,Detailed work on feature as per spec,High,In Progress,Aisha,Payments,2025-09-18,2025-10-15,,performance,40,,TASK-313,9,0,2025-10-07
TASK-0577,Conduct A/B test,Testing and QA tasks,Critical,Done,Jaya,Payments,2025-10-11,2025-11-04,2025-11-03,"performance,ux,backend",4,4,,100,13,2025-10-15
TASK-0578,Implement caching layer,Customer-facing improvements,High,In Progress,Gayathri,ML-Pipeline,2025-09-14,2025-09-25,,research,16,,TASK-256,74,12,2025-09-16
TASK-0579,Fix production bug - payment,Model training and evaluation,Medium,Review,Jaya,Onboarding,2025-09-29,2025-10-21,,"bug,research,ml",24,,,70,1,2025-10-10
TASK-0580,Write API documentation,DevOps tasks for deployment,Low,Todo,Bhanu,Notifications,2025-07-28,2025-09-04,,"frontend,api",8,,,0,4,2025-08-26
TASK-0581,Investigate latency issue,Frontend design and interaction,Low,Review,Aisha,Payments,2025-09-30,2025-11-13,,ml,40,,,80,7,2025-10-01
TASK-0582,Migrate DB schema,Model training and evaluation,Critical,Todo,Faisal,Platform,2025-10-09,2025-11-19,,bug,4,,TASK-455,0,7,2025-10-10
TASK-0583,Train intent classifier,Customer-facing improvements,Medium,Done,Gayathri,AuthService,2025-07-24,2025-08-23,2025-08-11,backend,16,19,,100,15,2025-08-30
TASK-0584,Fix production bug - payment,Detailed work on feature as per spec,Low,Todo,Chitra,Ops,2025-10-11,2025-10-20,,"devops,bug,data",8,,,0,12,2025-10-11
TASK-0585,Create task scheduler,Data pipeline and ETL,Medium,Done,Irfan,Dashboard,2025-08-07,2025-08-17,2025-08-08,"api,data,ux",16,13,,100,7,2025-09-22
TASK-0586,Write unit tests for scheduler,Documentation and handover,Medium,Done,Deepak,ML-Pipeline,2025-08-23,2025-09-18,2025-08-28,"data,ux",4,6,,100,7,2025-09-28
TASK-0587,Setup feature rollout,Frontend design and interaction,Critical,Todo,Gayathri,Ops,2025-07-21,2025-08-01,,"research,ux,bug",16,,TASK-419,0,15,2025-10-09
TASK-0588,Implement role based access,Data pipeline and ETL,High,Done,Aisha,Scheduler,2025-09-29,2025-10-28,2025-10-15,"api,frontend,ml",4,5,TASK-171,100,12,2025-10-12
TASK-0589,Annotate training data,Frontend design and interaction,Medium,In Progress,Esha,AuthService,2025-09-01,2025-09-25,,"ux,frontend,backend",4,,,50,14,2025-09-28
TASK-0590,Data ingestion from 3rd-party,Documentation and handover,High,Review,Jaya,Platform,2025-10-04,2025-10-16,,ux,40,,,82,14,2025-10-06
TASK-0591,User research interviews,Customer-facing improvements,Low,Blocked,Deepak,Notifications,2025-08-12,2025-09-05,,ux,40,,,27,9,2025-09-22
TASK-0592,Evaluate model accuracy,Testing and QA tasks,High,Done,Aisha,Payments,2025-08-20,2025-09-25,2025-09-06,"ux,bug,frontend",16,14,TASK-281,100,5,2025-09-07
TASK-0593,Optimize image processing,Model training and evaluation,Critical,Blocked,Deepak,Notifications,2025-09-26,2025-10-05,,data,40,,,2,6,2025-09-26
TASK-0594,Write API documentation,Detailed work on feature as per spec,Medium,In Progress,Jaya,Dashboard,2025-08-19,2025-09-24,,api,16,,,20,15,2025-09-04
TASK-0595,Create task scheduler,Frontend design and interaction,Critical,Review,Bhanu,Analytics,2025-10-04,2025-10-21,,"frontend,bug,ml",40,,,90,2,2025-10-15
TASK-0596,Migrate DB schema,Testing and QA tasks,High,Todo,Bhanu,Platform,2025-09-04,2025-09-19,,"backend,ux,devops",8,,,0,8,2025-10-04
TASK-0597,Build notification service,Documentation and handover,High,Review,Esha,Scheduler,2025-09-19,2025-11-01,,data,8,,TASK-69,87,6,2025-10-11
TASK-0598,Create dashboard widgets,Detailed work on feature as per spec,Medium,In Progress,Gayathri,Ops,2025-09-14,2025-10-27,,"api,data",8,,,34,15,2025-10-09
TASK-0599,Fix production bug - payment,Testing and QA tasks,Medium,In Progress,Deepak,AuthService,2025-09-08,2025-10-07,,"bug,devops",24,,TASK-476,45,11,2025-10-03
TASK-0600,Migrate DB schema,Frontend design and interaction,High,In Progress,Harish,Ops,2025-08-23,2025-09-10,,research,16,,,57,10,2025-09-08
TASK-0601,Add feature flags,Testing and QA tasks,Medium,Done,Gayathri,Dashboard,2025-09-11,2025-09-17,2025-09-15,"devops,bug",4,3,,100,6,2025-09-18
TASK-0602,Fix production bug - payment,Customer-facing improvements,Medium,Review,Aisha,Onboarding,2025-08-27,2025-09-04,,"bug,ux,frontend",4,,,87,5,2025-09-30
TASK-0603,Evaluate model accuracy,Data pipeline and ETL,Low,Todo,Faisal,Analytics,2025-08-23,2025-09-08,,"devops,backend,data",4,,,0,12,2025-10-12
TASK-0604,Write API documentation,Detailed work on feature as per spec,Low,In Progress,Deepak,Payments,2025-10-10,2025-10-30,,"frontend,performance,data",8,,,39,2,2025-10-14
TASK-0605,Implement caching layer,Performance improvements and profiling,Low,Review,Irfan,Ops,2025-09-25,2025-10-04,,"ux,performance,devops",40,,,83,0,2025-10-04
TASK-0606,Set up CI/CD pipeline,Documentation and handover,Low,In Progress,Jaya,ML-Pipeline,2025-08-27,2025-09-17,,"frontend,devops",24,,,66,7,2025-09-20
TASK-0607,Design user onboarding flow,Documentation and handover,High,Done,Irfan,AuthService,2025-08-18,2025-09-04,2025-09-05,performance,8,8,,100,10,2025-08-27
TASK-0608,Create onboarding emails,Backend APIs and integration,Low,Todo,Harish,Ops,2025-09-13,2025-09-21,,performance,40,,,0,7,2025-09-16
TASK-0609,Conduct A/B test,Documentation and handover,Low,In Progress,Faisal,Scheduler,2025-10-10,2025-11-02,,"ux,performance,backend",16,,,76,15,2025-10-12
TASK-0610,Investigate latency issue,Data pipeline and ETL,Medium,Review,Irfan,Platform,2025-10-04,2025-10-13,,"frontend,performance",8,,,86,5,2025-10-07
TASK-0611,Improve logging & monitoring,Backend APIs and integration,Low,In Progress,Chitra,Platform,2025-08-13,2025-08-24,,"data,performance,ux",4,,,60,10,2025-09-29
TASK-0612,Refactor legacy code,Frontend design and interaction,Low,In Progress,Deepak,Ops,2025-08-28,2025-10-03,,"research,api,data",8,,,22,15,2025-08-28
TASK-0613,Train intent classifier,Performance improvements and profiling,Low,In Progress,Aisha,Notifications,2025-07-17,2025-08-01,,frontend,40,,,17,14,2025-10-01
TASK-0614,Create dashboard widgets,Backend APIs and integration,Medium,In Progress,Deepak,Analytics,2025-07-26,2025-07-29,,research,16,,,59,11,2025-10-13
TASK-0615,Conduct A/B test,Performance improvements and profiling,Critical,In Progress,Deepak,AuthService,2025-07-31,2025-08-12,,devops,16,,TASK-578,18,12,2025-09-11
TASK-0616,Refactor legacy code,Customer-facing improvements,Medium,Done,Jaya,ML-Pipeline,2025-09-18,2025-10-01,2025-09-18,devops,4,6,,100,0,2025-09-28
TASK-0617,Create task scheduler,Detailed work on feature as per spec,Low,Done,Gayathri,ML-Pipeline,2025-09-03,2025-09-25,2025-09-19,devops,40,39,,100,10,2025-10-06
TASK-0618,Create task scheduler,Customer-facing improvements,High,Done,Esha,Scheduler,2025-08-20,2025-09-27,2025-09-17,"research,frontend",40,59,,100,14,2025-10-08
TASK-0619,Add feature flags,Testing and QA tasks,High,Todo,Irfan,Payments,2025-08-27,2025-09-22,,backend,8,,,0,9,2025-09-17
TASK-0620,Integrate payment gateway,Testing and QA tasks,Critical,In Progress,Aisha,Ops,2025-09-10,2025-09-15,,"research,api,performance",4,,,37,1,2025-09-11
TASK-0621,Create data backup job,Documentation and handover,Critical,Review,Harish,Scheduler,2025-08-15,2025-09-28,,"frontend,backend,bug",4,,,92,4,2025-08-20
TASK-0622,Deploy model to staging,Backend APIs and integration,Low,Review,Aisha,Analytics,2025-10-02,2025-11-08,,"devops,backend",16,,,92,11,2025-10-10
TASK-0623,Design user onboarding flow,Performance improvements and profiling,Medium,Review,Aisha,AuthService,2025-09-20,2025-10-25,,research,4,,TASK-46,89,13,2025-09-25
TASK-0624,Investigate latency issue,Detailed work on feature as per spec,Medium,In Progress,Bhanu,Analytics,2025-08-16,2025-09-24,,"frontend,api,ux",4,,,28,5,2025-09-05
TASK-0625,Refactor legacy code,Detailed work on feature as per spec,High,Blocked,Deepak,Analytics,2025-08-17,2025-08-25,,"devops,research,ux",8,,,18,5,2025-09-03
TASK-0626,Build notification service,Customer-facing improvements,Medium,Todo,Deepak,Notifications,2025-09-19,2025-10-03,,"research,api",16,,TASK-364,0,14,2025-10-15
TASK-0627,Investigate latency issue,Frontend design and interaction,Low,Done,Gayathri,Scheduler,2025-08-07,2025-09-15,2025-08-20,"performance,bug,research",8,7,,100,2,2025-10-11
TASK-0628,Conduct A/B test,Data pipeline and ETL,Low,In Progress,Aisha,AuthService,2025-08-09,2025-09-23,,"ml,api,ux",24,,,52,1,2025-09-19
TASK-0629,Migrate DB schema,Backend APIs and integration,Medium,Done,Aisha,Scheduler,2025-08-22,2025-09-24,2025-09-12,"frontend,ml",16,14,,100,14,2025-10-12
TASK-0630,Fix production bug - payment,Documentation and handover,Medium,Review,Gayathri,ML-Pipeline,2025-09-13,2025-10-02,,"bug,ux,api",24,,,94,3,2025-10-09
TASK-0631,Deploy model to staging,Model training and evaluation,Critical,In Progress,Aisha,Scheduler,2025-08-10,2025-08-23,,"ux,data",8,,,77,4,2025-09-21
TASK-0632,Create onboarding emails,Detailed work on feature as per spec,Critical,In Progress,Chitra,Analytics,2025-08-17,2025-09-14,,api,4,,,30,9,2025-08-22
TASK-0633,Create dashboard widgets,Data pipeline and ETL,High,In Progress,Deepak,Scheduler,2025-07-19,2025-08-26,,"backend,api",8,,,65,6,2025-09-17
TASK-0634,Add feature flags,Performance improvements and profiling,High,Review,Bhanu,Dashboard,2025-09-28,2025-10-21,,performance,16,,,89,2,2025-10-09
TASK-0635,Write API documentation,Customer-facing improvements,Low,Done,Chitra,Payments,2025-08-28,2025-09-23,2025-09-18,"backend,performance,frontend",8,5,TASK-217,100,10,2025-09-21
TASK-0636,Investigate latency issue,Frontend design and interaction,Medium,In Progress,Gayathri,ML-Pipeline,2025-10-10,2025-10-29,,"ml,ux",24,,,18,11,2025-10-15
TASK-0637,Implement caching layer,Backend APIs and integration,Medium,In Progress,Aisha,Scheduler,2025-09-04,2025-09-15,,"data,performance,api",4,,,56,9,2025-10-01
TASK-0638,Set up CI/CD pipeline,Backend APIs and integration,Medium,Done,Harish,Platform,2025-08-28,2025-09-30,2025-09-18,"bug,frontend,ml",24,27,,100,10,2025-10-12
TASK-0639,Refactor legacy code,Model training and evaluation,Low,Done,Harish,Dashboard,2025-10-08,2025-11-09,2025-10-26,frontend,24,25,TASK-614,100,10,2025-10-12
TASK-0640,Conduct A/B test,Detailed work on feature as per spec,Medium,Todo,Faisal,Dashboard,2025-10-12,2025-11-12,,"research,backend",40,,TASK-38,0,7,2025-10-13
TASK-0641,Create task scheduler,DevOps tasks for deployment,Low,Review,Harish,Dashboard,2025-09-09,2025-10-04,,"ux,devops",40,,,72,11,2025-09-11
TASK-0642,Build notification service,Customer-facing improvements,Critical,Review,Bhanu,Dashboard,2025-08-10,2025-08-18,,"research,performance",24,,TASK-264,83,6,2025-09-12
TASK-0643,Data ingestion from 3rd-party,Customer-facing improvements,Medium,Done,Deepak,Onboarding,2025-08-28,2025-10-06,2025-09-27,performance,16,21,,100,12,2025-09-08
TASK-0644,Add feature flags,Model training and evaluation,Low,In Progress,Aisha,Dashboard,2025-07-22,2025-08-02,,"research,api",40,,,45,7,2025-07-24
TASK-0645,Migrate DB schema,Testing and QA tasks,Low,Review,Jaya,ML-Pipeline,2025-07-31,2025-08-29,,"ux,bug,performance",24,,,80,10,2025-09-13
TASK-0646,Setup feature rollout,Documentation and handover,Low,Done,Harish,Payments,2025-08-07,2025-08-20,2025-08-19,"performance,backend",40,62,,100,6,2025-10-13
TASK-0647,Annotate training data,Model training and evaluation,Low,In Progress,Harish,Onboarding,2025-09-25,2025-11-06,,"ml,bug,performance",24,,,7,15,2025-10-02
TASK-0648,Evaluate model accuracy,DevOps tasks for deployment,Low,Review,Bhanu,AuthService,2025-08-25,2025-09-10,,frontend,40,,,94,13,2025-09-16
TASK-0649,Conduct A/B test,Data pipeline and ETL,Medium,In Progress,Faisal,Analytics,2025-07-26,2025-08-04,,"bug,data,performance",8,,,68,9,2025-09-21
TASK-0650,Create dashboard widgets,Frontend design and interaction,Medium,Todo,Faisal,ML-Pipeline,2025-07-23,2025-08-06,,"frontend,performance,data",24,,,0,4,2025-10-09
TASK-0651,Fix production bug - payment,DevOps tasks for deployment,Critical,In Progress,Gayathri,Onboarding,2025-09-03,2025-10-15,,ml,40,,,16,12,2025-10-08
TASK-0652,User research interviews,Data pipeline and ETL,High,Todo,Faisal,Payments,2025-09-22,2025-10-25,,"devops,bug,ml",16,,TASK-32,0,14,2025-09-29
TASK-0653,Add feature flags,Customer-facing improvements,Medium,Todo,Chitra,ML-Pipeline,2025-08-11,2025-09-24,,ux,16,,,0,2,2025-08-11
TASK-0654,Implement caching layer,Detailed work on feature as per spec,Medium,In Progress,Irfan,ML-Pipeline,2025-08-26,2025-09-02,,"research,data",4,,,73,14,2025-09-25
TASK-0655,Setup feature rollout,Detailed work on feature as per spec,Low,In Progress,Aisha,Analytics,2025-08-24,2025-09-28,,"api,performance,frontend",4,,TASK-269,79,5,2025-09-16
TASK-0656,Deploy model to staging,Testing and QA tasks,Low,Todo,Harish,Payments,2025-09-11,2025-09-20,,"frontend,api",24,,,0,14,2025-10-02
TASK-0657,Create onboarding emails,Documentation and handover,Medium,In Progress,Jaya,Onboarding,2025-09-27,2025-10-09,,"research,backend,devops",16,,,42,9,2025-10-12
TASK-0658,Migrate DB schema,Documentation and handover,Medium,Todo,Chitra,Scheduler,2025-07-29,2025-08-19,,"research,devops",4,,,0,0,2025-08-31
TASK-0659,Annotate training data,DevOps tasks for deployment,High,Done,Gayathri,ML-Pipeline,2025-07-27,2025-08-09,2025-08-07,"ml,data,bug",40,38,,100,15,2025-08-18
TASK-0660,Write API documentation,Performance improvements and profiling,Low,Done,Faisal,Payments,2025-09-05,2025-09-21,2025-09-12,research,40,55,,100,14,2025-10-11
TASK-0661,Optimize image processing,Detailed work on feature as per spec,High,Done,Irfan,Payments,2025-09-19,2025-10-15,2025-09-21,"frontend,bug",40,26,,100,2,2025-10-14
TASK-0662,Implement auth API,Documentation and handover,Medium,Todo,Esha,Scheduler,2025-07-18,2025-08-31,,devops,24,,TASK-624,0,2,2025-08-11
TASK-0663,Implement caching layer,Backend APIs and integration,Critical,Todo,Esha,Onboarding,2025-09-18,2025-10-05,,ux,40,,,0,10,2025-10-13
TASK-0664,Investigate latency issue,Backend APIs and integration,Low,Todo,Bhanu,ML-Pipeline,2025-09-19,2025-09-28,,"ux,devops,api",16,,,0,14,2025-10-13
TASK-0665,Investigate latency issue,Data pipeline and ETL,Medium,Review,Harish,Onboarding,2025-09-12,2025-10-11,,"research,api,ml",16,,,79,8,2025-09-27
TASK-0666,Train intent classifier,Model training and evaluation,Medium,In Progress,Harish,AuthService,2025-09-21,2025-10-25,,bug,40,,,25,13,2025-10-12
TASK-0667,Data ingestion from 3rd-party,Backend APIs and integration,Critical,In Progress,Irfan,Scheduler,2025-09-20,2025-09-29,,devops,16,,,45,15,2025-09-23
TASK-0668,Add feature flags,Model training and evaluation,Critical,Todo,Chitra,Analytics,2025-09-24,2025-10-09,,"ml,ux",40,,,0,13,2025-10-02
TASK-0669,Write unit tests for scheduler,Model training and evaluation,Medium,Done,Esha,Analytics,2025-09-26,2025-10-18,2025-10-06,"bug,ux,api",16,16,,100,1,2025-10-09
TASK-0670,Annotate training data,Frontend design and interaction,Critical,Blocked,Aisha,Payments,2025-09-18,2025-11-02,,"research,ux,bug",4,,,35,6,2025-10-13
