task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0745,Set up CI/CD pipeline,Backend APIs and integration,Critical,Done,Bhanu,Analytics,10-08-2025,20-08-2025,10-08-2025,frontend,8,5.0,,100,2,19-08-2025,Set up CI/CD pipeline Backend APIs and integration,set ci cd pipeline backend apis integration,2025-11-07 23:47:31.673910,9,5,0
TASK-0746,Design user onboarding flow,Detailed work on feature as per spec,High,In Progress,Jaya,AuthService,25-09-2025,04-11-2025,,"api,bug,frontend",40,,TASK-722,22,5,27-09-2025,Design user onboarding flow Detailed work on feature as per spec,design user onboarding flow detailed work feature per spec,2025-11-10 23:47:31.673910,12,6,1
TASK-0747,Migrate DB schema,Backend APIs and integration,Low,Blocked,Deepak,Payments,08-10-2025,16-10-2025,,"bug,data",8,,,31,5,15-10-2025,Migrate DB schema Backend APIs and integration,migrate db schema backend apis integration,2025-11-11 23:47:31.673910,13,2,2
TASK-0748,Data ingestion from 3rd-party,Customer-facing improvements,High,Todo,Chitra,Platform,14-10-2025,22-10-2025,,devops,16,,TASK-556,0,2,14-10-2025,Data ingestion from 3rd-party Customer-facing improvements,data ingestion rd party customer facing improvement,2025-11-02 23:47:31.673910,4,5,1
TASK-0749,Create dashboard widgets,Testing and QA tasks,High,Todo,Gayathri,Ops,07-09-2025,18-10-2025,,"data,research",8,,,0,0,23-09-2025,Create dashboard widgets Testing and QA tasks,create dashboard widget testing qa task,2025-11-11 23:47:31.673910,13,4,1
TASK-0750,Data ingestion from 3rd-party,Frontend design and interaction,Low,Todo,Faisal,Onboarding,27-07-2025,26-08-2025,,api,4,,,0,11,12-10-2025,Data ingestion from 3rd-party Frontend design and interaction,data ingestion rd party frontend design interaction,2025-11-06 23:47:31.673910,8,2,2
TASK-0751,Add feature flags,Backend APIs and integration,Medium,Review,Faisal,ML-Pipeline,30-08-2025,02-10-2025,,"api,research",24,,,77,5,01-09-2025,Add feature flags Backend APIs and integration,add feature flag backend apis integration,2025-11-08 23:47:31.673910,10,2,3
TASK-0752,Migrate DB schema,Testing and QA tasks,Medium,Done,Faisal,Dashboard,16-08-2025,17-09-2025,13-09-2025,ml,24,24.0,TASK-143,100,4,10-09-2025,Migrate DB schema Testing and QA tasks,migrate db schema testing qa task,2025-11-09 23:47:31.673910,11,6,3
TASK-0753,Annotate training data,Detailed work on feature as per spec,Medium,Done,Chitra,Scheduler,31-07-2025,14-08-2025,06-08-2025,backend,24,25.0,,100,12,20-08-2025,Annotate training data Detailed work on feature as per spec,annotate training data detailed work feature per spec,2025-11-04 23:47:31.673910,6,3,3
TASK-0754,Data ingestion from 3rd-party,DevOps tasks for deployment,Low,Todo,Jaya,ML-Pipeline,20-08-2025,19-09-2025,,api,4,,,0,15,27-09-2025,Data ingestion from 3rd-party DevOps tasks for deployment,data ingestion rd party devops task deployment,2025-11-05 23:47:31.673910,7,5,2
TASK-0755,Data ingestion from 3rd-party,Frontend design and interaction,Low,Done,Deepak,Dashboard,13-08-2025,16-08-2025,17-08-2025,"ml,bug,research",40,41.0,TASK-133,100,11,29-08-2025,Data ingestion from 3rd-party Frontend design and interaction,data ingestion rd party frontend design interaction,2025-10-31 23:47:31.673910,2,7,2
TASK-0756,Annotate training data,Customer-facing improvements,Critical,Todo,Harish,Analytics,22-08-2025,09-09-2025,,bug,8,,,0,8,26-09-2025,Annotate training data Customer-facing improvements,annotate training data customer facing improvement,2025-11-06 23:47:31.673910,8,8,0
TASK-0757,Train intent classifier,Customer-facing improvements,High,Review,Chitra,Analytics,26-07-2025,03-09-2025,,ux,40,,,85,15,28-07-2025,Train intent classifier Customer-facing improvements,train intent classifier customer facing improvement,2025-11-02 23:47:31.673910,4,8,1
TASK-0758,Train intent classifier,DevOps tasks for deployment,High,In Progress,Chitra,Ops,03-09-2025,11-09-2025,,"api,ux,research",4,,,29,4,26-09-2025,Train intent classifier DevOps tasks for deployment,train intent classifier devops task deployment,2025-11-11 23:47:31.673910,13,8,1
TASK-0759,Create data backup job,Detailed work on feature as per spec,Medium,Todo,Aisha,Analytics,30-08-2025,11-10-2025,,"data,ml",16,,,0,6,10-10-2025,Create data backup job Detailed work on feature as per spec,create data backup job detailed work feature per spec,2025-10-30 23:47:31.673910,1,1,3
TASK-0760,Optimize DB queries,Customer-facing improvements,Medium,In Progress,Aisha,Payments,08-08-2025,12-09-2025,,"devops,performance",24,,,6,6,26-08-2025,Optimize DB queries Customer-facing improvements,optimize db query customer facing improvement,2025-11-01 23:47:31.673910,3,1,3
TASK-0761,Data ingestion from 3rd-party,Detailed work on feature as per spec,Low,Review,Gayathri,AuthService,28-08-2025,29-09-2025,,api,24,,,94,3,14-09-2025,Data ingestion from 3rd-party Detailed work on feature as per spec,data ingestion rd party detailed work feature per spec,2025-11-06 23:47:31.673910,8,1,2
TASK-0762,Improve logging & monitoring,Model training and evaluation,Low,Review,Esha,Scheduler,31-07-2025,11-08-2025,,"backend,frontend",4,,,85,4,09-09-2025,Improve logging & monitoring Model training and evaluation,improve logging monitoring model training evaluation,2025-11-08 23:47:31.673910,10,8,2
TASK-0763,Setup feature rollout,Performance improvements and profiling,Medium,Review,Faisal,Dashboard,22-09-2025,15-10-2025,,"backend,research,bug",40,,,86,4,07-10-2025,Setup feature rollout Performance improvements and profiling,setup feature rollout performance improvement profiling,2025-10-30 23:47:31.673910,1,7,3
TASK-0764,Create task scheduler,Backend APIs and integration,Low,Todo,Chitra,Payments,03-10-2025,29-10-2025,,"bug,frontend",24,,,0,1,11-10-2025,Create task scheduler Backend APIs and integration,create task scheduler backend apis integration,2025-11-09 23:47:31.673910,11,5,2
TASK-0765,Deploy model to staging,Performance improvements and profiling,Medium,In Progress,Bhanu,Payments,18-08-2025,31-08-2025,,research,8,,,76,7,17-09-2025,Deploy model to staging Performance improvements and profiling,deploy model staging performance improvement profiling,2025-11-09 23:47:31.673910,11,6,3
TASK-0766,Implement auth API,Detailed work on feature as per spec,Low,Todo,Chitra,Scheduler,11-08-2025,03-09-2025,,"performance,ux",4,,,0,13,19-08-2025,Implement auth API Detailed work on feature as per spec,implement auth api detailed work feature per spec,2025-10-29 23:47:31.673910,0,4,2
TASK-0767,Implement auth API,Data pipeline and ETL,Medium,Todo,Jaya,ML-Pipeline,14-10-2025,08-11-2025,,"frontend,bug,ml",24,,,0,9,15-10-2025,Implement auth API Data pipeline and ETL,implement auth api data pipeline etl,2025-10-30 23:47:31.673910,1,5,3
TASK-0768,Prototype new UI,Testing and QA tasks,Medium,Todo,Deepak,Ops,12-09-2025,06-10-2025,,bug,16,,,0,14,14-10-2025,Prototype new UI Testing and QA tasks,prototype new ui testing qa task,2025-11-10 23:47:31.673910,12,4,3
TASK-0769,Conduct A/B test,Performance improvements and profiling,Low,Todo,Gayathri,AuthService,18-09-2025,03-10-2025,,"research,devops,ux",16,,,0,6,04-10-2025,Conduct A/B test Performance improvements and profiling,conduct test performance improvement profiling,2025-11-06 23:47:31.673910,8,6,2
TASK-0770,Design user onboarding flow,Model training and evaluation,Low,Done,Faisal,Payments,12-08-2025,08-09-2025,01-09-2025,"performance,ml",24,25.0,,100,3,12-08-2025,Design user onboarding flow Model training and evaluation,design user onboarding flow model training evaluation,2025-11-02 23:47:31.673910,4,2,2
TASK-0771,Create data backup job,Detailed work on feature as per spec,Medium,Done,Esha,Onboarding,06-09-2025,07-10-2025,30-09-2025,"ux,ml,frontend",4,3.0,,100,2,23-09-2025,Create data backup job Detailed work on feature as per spec,create data backup job detailed work feature per spec,2025-11-08 23:47:31.673910,10,5,3
TASK-0772,Deploy model to staging,Detailed work on feature as per spec,Low,Todo,Bhanu,Notifications,26-09-2025,15-10-2025,,"devops,frontend",4,,,0,3,28-09-2025,Deploy model to staging Detailed work on feature as per spec,deploy model staging detailed work feature per spec,2025-11-05 23:47:31.673910,7,3,2
TASK-0773,Implement caching layer,Data pipeline and ETL,Medium,Done,Irfan,Notifications,10-09-2025,14-09-2025,19-09-2025,"frontend,ml",8,5.0,,100,13,09-10-2025,Implement caching layer Data pipeline and ETL,implement caching layer data pipeline etl,2025-11-05 23:47:31.673910,7,3,3
TASK-0774,Deploy model to staging,Frontend design and interaction,Critical,In Progress,Aisha,AuthService,09-09-2025,30-09-2025,,"api,devops,research",4,,,29,0,11-09-2025,Deploy model to staging Frontend design and interaction,deploy model staging frontend design interaction,2025-10-30 23:47:31.673910,1,5,0
TASK-0775,Create data backup job,Customer-facing improvements,High,In Progress,Harish,Payments,08-10-2025,29-10-2025,,"frontend,bug",24,,,74,11,10-10-2025,Create data backup job Customer-facing improvements,create data backup job customer facing improvement,2025-11-06 23:47:31.673910,8,5,1
TASK-0776,Train intent classifier,Testing and QA tasks,Medium,In Progress,Faisal,ML-Pipeline,31-08-2025,21-09-2025,,api,40,,,60,8,08-09-2025,Train intent classifier Testing and QA tasks,train intent classifier testing qa task,2025-11-11 23:47:31.673910,13,7,3
TASK-0777,Train intent classifier,Testing and QA tasks,Medium,In Progress,Irfan,Scheduler,09-10-2025,02-11-2025,,"ml,bug,ux",40,,TASK-211,55,3,13-10-2025,Train intent classifier Testing and QA tasks,train intent classifier testing qa task,2025-10-30 23:47:31.673910,1,4,3
TASK-0778,Prototype new UI,Detailed work on feature as per spec,Medium,In Progress,Esha,Platform,21-07-2025,03-08-2025,,"devops,bug,api",4,,,52,12,18-08-2025,Prototype new UI Detailed work on feature as per spec,prototype new ui detailed work feature per spec,2025-11-10 23:47:31.673910,12,1,3
TASK-0779,Refactor legacy code,Testing and QA tasks,High,Review,Bhanu,Payments,25-07-2025,07-09-2025,,"ml,devops",4,,,95,15,12-08-2025,Refactor legacy code Testing and QA tasks,refactor legacy code testing qa task,2025-11-01 23:47:31.673910,3,4,1
TASK-0780,Optimize image processing,Backend APIs and integration,Medium,In Progress,Gayathri,Notifications,18-09-2025,25-10-2025,,"frontend,devops,backend",4,,TASK-124,31,2,26-09-2025,Optimize image processing Backend APIs and integration,optimize image processing backend apis integration,2025-11-11 23:47:31.673910,13,1,3
TASK-0781,Improve logging & monitoring,Backend APIs and integration,Medium,In Progress,Gayathri,Onboarding,17-07-2025,27-08-2025,,"bug,performance",16,,,59,15,06-10-2025,Improve logging & monitoring Backend APIs and integration,improve logging monitoring backend apis integration,2025-10-31 23:47:31.673910,2,5,3
TASK-0782,Fix production bug - payment,Customer-facing improvements,Low,In Progress,Aisha,ML-Pipeline,04-09-2025,29-09-2025,,research,24,,,54,3,01-10-2025,Fix production bug - payment Customer-facing improvements,fix production bug payment customer facing improvement,2025-11-03 23:47:31.673910,5,5,2
TASK-0783,Migrate DB schema,Customer-facing improvements,Medium,In Progress,Harish,Onboarding,27-08-2025,01-09-2025,,"frontend,api",16,,,15,3,25-09-2025,Migrate DB schema Customer-facing improvements,migrate db schema customer facing improvement,2025-11-11 23:47:31.673910,13,1,3
TASK-0784,Evaluate model accuracy,Testing and QA tasks,Low,Done,Aisha,Analytics,05-09-2025,13-10-2025,03-10-2025,ux,24,16.0,,100,14,09-09-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-11-10 23:47:31.673910,12,8,2
TASK-0785,User research interviews,Frontend design and interaction,Medium,Review,Gayathri,Platform,23-07-2025,29-07-2025,,"ux,frontend",40,,,79,1,29-08-2025,User research interviews Frontend design and interaction,user research interview frontend design interaction,2025-11-03 23:47:31.673910,5,7,3
TASK-0786,Fix production bug - payment,Testing and QA tasks,Medium,Review,Bhanu,Payments,14-08-2025,17-09-2025,,backend,24,,,94,1,02-09-2025,Fix production bug - payment Testing and QA tasks,fix production bug payment testing qa task,2025-10-31 23:47:31.673910,2,4,3
TASK-0787,Create dashboard widgets,Data pipeline and ETL,Medium,Review,Harish,Payments,19-08-2025,29-08-2025,,ml,8,,TASK-620,70,15,11-09-2025,Create dashboard widgets Data pipeline and ETL,create dashboard widget data pipeline etl,2025-11-08 23:47:31.673910,10,1,3
TASK-0788,Create onboarding emails,Performance improvements and profiling,Low,In Progress,Faisal,Platform,01-10-2025,30-10-2025,,"backend,research",24,,,59,2,05-10-2025,Create onboarding emails Performance improvements and profiling,create onboarding email performance improvement profiling,2025-11-04 23:47:31.673910,6,3,2
TASK-0789,Implement role based access,Testing and QA tasks,Medium,In Progress,Deepak,Scheduler,29-09-2025,03-10-2025,,frontend,40,,TASK-202,62,11,07-10-2025,Implement role based access Testing and QA tasks,implement role based access testing qa task,2025-11-09 23:47:31.673910,11,8,3
TASK-0790,Write API documentation,Backend APIs and integration,Critical,Review,Jaya,Dashboard,30-09-2025,07-11-2025,,devops,8,,TASK-137,70,1,30-09-2025,Write API documentation Backend APIs and integration,write api documentation backend apis integration,2025-11-11 23:47:31.673910,13,1,0
TASK-0791,Integrate payment gateway,DevOps tasks for deployment,Medium,In Progress,Aisha,Notifications,27-09-2025,20-10-2025,,api,8,,TASK-487,66,3,02-10-2025,Integrate payment gateway DevOps tasks for deployment,integrate payment gateway devops task deployment,2025-10-30 23:47:31.673910,1,4,3
TASK-0792,Evaluate model accuracy,DevOps tasks for deployment,Medium,In Progress,Bhanu,Scheduler,21-07-2025,01-08-2025,,"ml,frontend,api",40,,,14,7,09-10-2025,Evaluate model accuracy DevOps tasks for deployment,evaluate model accuracy devops task deployment,2025-11-02 23:47:31.673910,4,2,3
TASK-0793,Conduct A/B test,Performance improvements and profiling,High,In Progress,Deepak,Notifications,23-08-2025,29-08-2025,,"backend,bug",24,,TASK-688,52,7,09-10-2025,Conduct A/B test Performance improvements and profiling,conduct test performance improvement profiling,2025-11-01 23:47:31.673910,3,5,1
TASK-0794,Optimize image processing,Frontend design and interaction,Medium,Done,Irfan,Dashboard,24-07-2025,05-09-2025,03-08-2025,ux,40,35.0,,100,13,01-08-2025,Optimize image processing Frontend design and interaction,optimize image processing frontend design interaction,2025-10-29 23:47:31.673910,0,4,3
TASK-0795,Prototype new UI,Backend APIs and integration,High,Blocked,Aisha,Analytics,09-09-2025,07-10-2025,,"api,bug",16,,,30,15,03-10-2025,Prototype new UI Backend APIs and integration,prototype new ui backend apis integration,2025-11-02 23:47:31.673910,4,5,1
TASK-0796,Conduct A/B test,Customer-facing improvements,Medium,Done,Jaya,Ops,22-07-2025,30-08-2025,30-07-2025,"bug,frontend",24,37.0,,100,8,25-08-2025,Conduct A/B test Customer-facing improvements,conduct test customer facing improvement,2025-11-08 23:47:31.673910,10,4,3
TASK-0797,Create data backup job,Model training and evaluation,Medium,Todo,Faisal,Payments,03-08-2025,18-08-2025,,"research,devops",16,,,0,13,27-08-2025,Create data backup job Model training and evaluation,create data backup job model training evaluation,2025-11-11 23:47:31.673910,13,5,3
TASK-0798,Conduct A/B test,Customer-facing improvements,High,Todo,Esha,Payments,19-07-2025,14-08-2025,,"data,ux,bug",8,,,0,3,25-08-2025,Conduct A/B test Customer-facing improvements,conduct test customer facing improvement,2025-11-09 23:47:31.673910,11,2,1
TASK-0799,Investigate latency issue,Data pipeline and ETL,Low,Blocked,Faisal,Scheduler,24-07-2025,27-08-2025,,"devops,performance",24,,,34,10,11-08-2025,Investigate latency issue Data pipeline and ETL,investigate latency issue data pipeline etl,2025-11-08 23:47:31.673910,10,6,2
TASK-0800,Set up CI/CD pipeline,Customer-facing improvements,Low,Todo,Gayathri,Platform,25-08-2025,28-08-2025,,devops,16,,,0,8,26-09-2025,Set up CI/CD pipeline Customer-facing improvements,set ci cd pipeline customer facing improvement,2025-11-03 23:47:31.673910,5,6,2
TASK-0801,Refactor legacy code,Performance improvements and profiling,Low,Todo,Gayathri,ML-Pipeline,30-07-2025,08-08-2025,,"performance,ux",16,,TASK-186,0,1,07-08-2025,Refactor legacy code Performance improvements and profiling,refactor legacy code performance improvement profiling,2025-11-06 23:47:31.673910,8,5,2
TASK-0802,Set up CI/CD pipeline,Backend APIs and integration,Medium,In Progress,Bhanu,Dashboard,18-09-2025,23-09-2025,,"ux,backend,data",4,,,40,7,25-09-2025,Set up CI/CD pipeline Backend APIs and integration,set ci cd pipeline backend apis integration,2025-11-06 23:47:31.673910,8,1,3
TASK-0803,Write unit tests for scheduler,Customer-facing improvements,Medium,Blocked,Irfan,Analytics,14-09-2025,26-09-2025,,data,40,,,24,6,15-09-2025,Write unit tests for scheduler Customer-facing improvements,write unit test scheduler customer facing improvement,2025-11-08 23:47:31.673910,10,3,3
TASK-0804,Create dashboard widgets,Backend APIs and integration,Medium,Review,Esha,ML-Pipeline,29-09-2025,08-10-2025,,performance,8,,,75,8,02-10-2025,Create dashboard widgets Backend APIs and integration,create dashboard widget backend apis integration,2025-11-11 23:47:31.673910,13,1,3
TASK-0805,Design user onboarding flow,Data pipeline and ETL,Medium,In Progress,Jaya,Dashboard,18-08-2025,03-09-2025,,frontend,4,,,61,12,11-10-2025,Design user onboarding flow Data pipeline and ETL,design user onboarding flow data pipeline etl,2025-11-04 23:47:31.673910,6,2,3
TASK-0806,Fix production bug - payment,Performance improvements and profiling,Low,Blocked,Deepak,ML-Pipeline,20-08-2025,25-09-2025,,"bug,backend",24,,,38,6,12-09-2025,Fix production bug - payment Performance improvements and profiling,fix production bug payment performance improvement profiling,2025-11-10 23:47:31.673910,12,3,2
TASK-0807,Build notification service,Backend APIs and integration,Medium,Review,Gayathri,Scheduler,24-08-2025,09-09-2025,,bug,16,,,92,7,17-09-2025,Build notification service Backend APIs and integration,build notification service backend apis integration,2025-11-08 23:47:31.673910,10,7,3
TASK-0808,Fix production bug - payment,Documentation and handover,Critical,Review,Jaya,Payments,24-07-2025,31-07-2025,,"backend,performance",40,,,70,13,19-09-2025,Fix production bug - payment Documentation and handover,fix production bug payment documentation handover,2025-11-11 23:47:31.673910,13,4,0
TASK-0809,Optimize image processing,Performance improvements and profiling,Low,In Progress,Deepak,Notifications,29-08-2025,17-09-2025,,"ml,ux",8,,,71,6,31-08-2025,Optimize image processing Performance improvements and profiling,optimize image processing performance improvement profiling,2025-11-11 23:47:31.673910,13,7,2
TASK-0810,Evaluate model accuracy,Testing and QA tasks,Low,Todo,Chitra,AuthService,28-07-2025,04-09-2025,,research,4,,,0,9,15-08-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-11-11 23:47:31.673910,13,2,2
TASK-0811,Create data backup job,Performance improvements and profiling,Low,Done,Deepak,Dashboard,05-09-2025,18-09-2025,21-09-2025,devops,4,4.0,,100,15,02-10-2025,Create data backup job Performance improvements and profiling,create data backup job performance improvement profiling,2025-11-02 23:47:31.673910,4,8,2
TASK-0812,Implement role based access,Frontend design and interaction,Low,Done,Deepak,Ops,05-10-2025,12-10-2025,17-10-2025,research,8,9.0,,100,5,07-10-2025,Implement role based access Frontend design and interaction,implement role based access frontend design interaction,2025-11-08 23:47:31.673910,10,2,2
TASK-0813,Prototype new UI,Frontend design and interaction,Low,Todo,Chitra,Notifications,10-08-2025,14-08-2025,,"data,backend,performance",8,,TASK-481,0,11,14-09-2025,Prototype new UI Frontend design and interaction,prototype new ui frontend design interaction,2025-11-02 23:47:31.673910,4,3,2
TASK-0814,Improve logging & monitoring,Data pipeline and ETL,Medium,Review,Deepak,Scheduler,25-07-2025,04-09-2025,,frontend,24,,TASK-295,86,12,03-10-2025,Improve logging & monitoring Data pipeline and ETL,improve logging monitoring data pipeline etl,2025-10-29 23:47:31.673910,0,4,3
TASK-0815,Prototype new UI,Performance improvements and profiling,High,In Progress,Irfan,Analytics,29-07-2025,06-09-2025,,"performance,research,ux",8,,,68,6,07-08-2025,Prototype new UI Performance improvements and profiling,prototype new ui performance improvement profiling,2025-11-03 23:47:31.673910,5,3,1
TASK-0816,Fix production bug - payment,Testing and QA tasks,High,Todo,Gayathri,Dashboard,27-08-2025,18-09-2025,,"backend,bug",24,,TASK-17,0,4,24-09-2025,Fix production bug - payment Testing and QA tasks,fix production bug payment testing qa task,2025-11-02 23:47:31.673910,4,5,1
TASK-0817,Create data backup job,Customer-facing improvements,High,Review,Esha,Dashboard,13-09-2025,25-09-2025,,devops,24,,,84,11,26-09-2025,Create data backup job Customer-facing improvements,create data backup job customer facing improvement,2025-11-04 23:47:31.673910,6,1,1
TASK-0818,Improve logging & monitoring,Frontend design and interaction,Medium,Todo,Chitra,AuthService,07-09-2025,03-10-2025,,bug,24,,,0,9,29-09-2025,Improve logging & monitoring Frontend design and interaction,improve logging monitoring frontend design interaction,2025-11-09 23:47:31.673910,11,2,3
TASK-0819,Setup feature rollout,DevOps tasks for deployment,Medium,Todo,Harish,AuthService,30-08-2025,23-09-2025,,research,40,,TASK-104,0,8,02-09-2025,Setup feature rollout DevOps tasks for deployment,setup feature rollout devops task deployment,2025-11-04 23:47:31.673910,6,2,3
TASK-0820,Design user onboarding flow,DevOps tasks for deployment,Low,In Progress,Aisha,ML-Pipeline,24-08-2025,17-09-2025,,"api,bug,data",16,,,71,14,11-10-2025,Design user onboarding flow DevOps tasks for deployment,design user onboarding flow devops task deployment,2025-10-29 23:47:31.673910,0,8,2
TASK-0821,Write API documentation,Performance improvements and profiling,High,Todo,Irfan,Ops,11-08-2025,18-08-2025,,performance,16,,,0,8,29-08-2025,Write API documentation Performance improvements and profiling,write api documentation performance improvement profiling,2025-11-05 23:47:31.673910,7,8,1
TASK-0822,Build notification service,Data pipeline and ETL,Low,In Progress,Gayathri,Payments,09-10-2025,14-10-2025,,"backend,ml",8,,,29,13,13-10-2025,Build notification service Data pipeline and ETL,build notification service data pipeline etl,2025-10-31 23:47:31.673910,2,1,2
TASK-0823,Refactor legacy code,Model training and evaluation,Critical,Todo,Bhanu,Scheduler,10-10-2025,29-10-2025,,"api,frontend,devops",24,,,0,3,10-10-2025,Refactor legacy code Model training and evaluation,refactor legacy code model training evaluation,2025-11-04 23:47:31.673910,6,8,0
TASK-0824,Add feature flags,Documentation and handover,High,In Progress,Faisal,ML-Pipeline,11-09-2025,20-10-2025,,"data,bug,ux",40,,TASK-699,80,7,25-09-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-11-04 23:47:31.673910,6,6,1
TASK-0825,Setup feature rollout,Detailed work on feature as per spec,Medium,In Progress,Irfan,Notifications,12-08-2025,09-09-2025,,ux,16,,,37,7,09-09-2025,Setup feature rollout Detailed work on feature as per spec,setup feature rollout detailed work feature per spec,2025-11-07 23:47:31.673910,9,3,3
TASK-0826,Implement role based access,Data pipeline and ETL,Medium,Todo,Bhanu,Platform,11-08-2025,06-09-2025,,"performance,ux",40,,,0,15,19-08-2025,Implement role based access Data pipeline and ETL,implement role based access data pipeline etl,2025-11-07 23:47:31.673910,9,3,3
TASK-0827,Conduct A/B test,Testing and QA tasks,Critical,Todo,Gayathri,Dashboard,25-09-2025,24-10-2025,,"backend,bug",16,,TASK-242,0,6,07-10-2025,Conduct A/B test Testing and QA tasks,conduct test testing qa task,2025-11-10 23:47:31.673910,12,2,0
TASK-0828,Deploy model to staging,Data pipeline and ETL,Low,Review,Chitra,Analytics,24-09-2025,04-11-2025,,"ux,performance",4,,TASK-85,74,13,09-10-2025,Deploy model to staging Data pipeline and ETL,deploy model staging data pipeline etl,2025-10-30 23:47:31.673910,1,4,2
TASK-0829,Implement role based access,Backend APIs and integration,Critical,Blocked,Chitra,Onboarding,14-10-2025,16-11-2025,,backend,8,,,22,2,14-10-2025,Implement role based access Backend APIs and integration,implement role based access backend apis integration,2025-10-29 23:47:31.673910,0,1,0
TASK-0830,Create dashboard widgets,Model training and evaluation,Medium,Todo,Jaya,AuthService,09-10-2025,20-11-2025,,devops,8,,,0,9,13-10-2025,Create dashboard widgets Model training and evaluation,create dashboard widget model training evaluation,2025-11-03 23:47:31.673910,5,4,3
TASK-0831,Setup feature rollout,DevOps tasks for deployment,Low,Review,Chitra,AuthService,16-08-2025,26-09-2025,,"ml,data",4,,,92,1,10-09-2025,Setup feature rollout DevOps tasks for deployment,setup feature rollout devops task deployment,2025-11-07 23:47:31.673910,9,4,2
TASK-0832,Create data backup job,Testing and QA tasks,Medium,Review,Harish,Analytics,10-08-2025,01-09-2025,,"performance,ux",8,,,91,6,09-09-2025,Create data backup job Testing and QA tasks,create data backup job testing qa task,2025-11-05 23:47:31.673910,7,1,3
TASK-0833,Improve logging & monitoring,Frontend design and interaction,High,Todo,Aisha,Ops,29-09-2025,11-10-2025,,api,8,,TASK-76,0,10,06-10-2025,Improve logging & monitoring Frontend design and interaction,improve logging monitoring frontend design interaction,2025-11-10 23:47:31.673910,12,8,1
TASK-0834,Migrate DB schema,Documentation and handover,Medium,Todo,Irfan,Ops,06-09-2025,22-09-2025,,"backend,bug",8,,,0,1,22-09-2025,Migrate DB schema Documentation and handover,migrate db schema documentation handover,2025-10-31 23:47:31.673910,2,2,3
TASK-0835,Evaluate model accuracy,Frontend design and interaction,High,In Progress,Gayathri,Analytics,18-08-2025,29-08-2025,,"performance,bug",40,,,28,8,13-09-2025,Evaluate model accuracy Frontend design and interaction,evaluate model accuracy frontend design interaction,2025-10-31 23:47:31.673910,2,3,1
TASK-0836,Create task scheduler,Documentation and handover,High,In Progress,Aisha,Scheduler,14-09-2025,19-10-2025,,"api,research,devops",8,,,6,10,07-10-2025,Create task scheduler Documentation and handover,create task scheduler documentation handover,2025-11-10 23:47:31.673910,12,3,1
TASK-0837,Train intent classifier,Detailed work on feature as per spec,Low,Blocked,Irfan,Payments,17-09-2025,29-09-2025,,"data,research",40,,,39,6,30-09-2025,Train intent classifier Detailed work on feature as per spec,train intent classifier detailed work feature per spec,2025-10-29 23:47:31.673910,0,5,2
TASK-0838,Conduct A/B test,Detailed work on feature as per spec,Medium,Review,Irfan,Notifications,07-08-2025,08-09-2025,,research,16,,TASK-604,85,14,05-09-2025,Conduct A/B test Detailed work on feature as per spec,conduct test detailed work feature per spec,2025-11-03 23:47:31.673910,5,2,3
TASK-0839,Optimize image processing,Testing and QA tasks,High,Todo,Esha,Notifications,23-07-2025,28-07-2025,,ux,16,,,0,1,20-08-2025,Optimize image processing Testing and QA tasks,optimize image processing testing qa task,2025-10-30 23:47:31.673910,1,8,1
TASK-0840,Setup feature rollout,Documentation and handover,Low,Todo,Aisha,AuthService,09-09-2025,16-10-2025,,"performance,backend,research",40,,,0,9,16-09-2025,Setup feature rollout Documentation and handover,setup feature rollout documentation handover,2025-11-10 23:47:31.673910,12,7,2
TASK-0841,Create data backup job,Data pipeline and ETL,Critical,In Progress,Faisal,Scheduler,06-08-2025,19-09-2025,,backend,24,,TASK-663,36,3,22-08-2025,Create data backup job Data pipeline and ETL,create data backup job data pipeline etl,2025-11-09 23:47:31.673910,11,8,0
TASK-0842,Optimize image processing,Model training and evaluation,Low,In Progress,Esha,Dashboard,24-09-2025,24-10-2025,,ml,16,,TASK-296,44,2,26-09-2025,Optimize image processing Model training and evaluation,optimize image processing model training evaluation,2025-11-02 23:47:31.673910,4,1,2
TASK-0843,Build notification service,Backend APIs and integration,High,Todo,Deepak,AuthService,10-09-2025,24-09-2025,,api,16,,TASK-785,0,3,10-10-2025,Build notification service Backend APIs and integration,build notification service backend apis integration,2025-11-01 23:47:31.673910,3,4,1
TASK-0844,Add feature flags,Customer-facing improvements,Low,Todo,Bhanu,Analytics,22-09-2025,19-10-2025,,data,16,,,0,4,02-10-2025,Add feature flags Customer-facing improvements,add feature flag customer facing improvement,2025-11-07 23:47:31.673910,9,2,2
TASK-0845,Create dashboard widgets,DevOps tasks for deployment,High,In Progress,Harish,Analytics,11-10-2025,04-11-2025,,"performance,frontend",40,,,56,6,15-10-2025,Create dashboard widgets DevOps tasks for deployment,create dashboard widget devops task deployment,2025-11-02 23:47:31.673910,4,1,1
